UrlImg;Nombre;Codigo;SS;Descripcion;;;
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aguja Desechable No. 30 X 1/2;150224509;Medico Quirurgico;Aguja Desechable No. 30 X 1/2 Marca: Nipro;UNIDAD;PRESICION CARE;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aguja Desechable No. 30 X 1/2;150224509;Medico Quirurgico;Aguja Desechable No. 30 X 1/2 Marca: Nipro;UNIDAD;NIPRO;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aguja Para Anestesia Espinal No. 26 X 3 1/2.;150220336;Medico Quirurgico;Aguja Para Anestesia Espinal No. 26 X 3 1/2.;UNIDAD;B BRAUN;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1vqIQH-vmx5fnWCqEoExII2ERw-FsTLf2;Alcohol Antiseptico Al 70% Botella Plastica;150260423;Medico Quirurgico;Alcohol Antiseptico Al 70% Botella Plastica 700cc Marca Mk;BOTELLA;MK;https://drive.google.com/file/d/1vqIQH-vmx5fnWCqEoExII2ERw-FsTLf2/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Alcohol Antiseptico;20265379;Medico Quirurgico;Alcohol Antiseptico X 345 Ml;BOTELLA X 350 CC;MK;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=11l4JMUdXej1q0_2wSeClwQ1Kp3gKWAFO;Alcohol Glicerinado;22606162;Medico Quirurgico;Alcohol Glicerinado - Gel Antibacterial Fco X 500 Ml;FRASCO;FARBEN;https://drive.google.com/file/d/11l4JMUdXej1q0_2wSeClwQ1Kp3gKWAFO/view?usp=sharing
https://drive.google.com/uc?id=1SvoT2ft5TzTPCZpFrlVuM0U21otNKGWb;Alcohol Glicerinado;140266041;Medico Quirurgico;Alcohol Glicerinado Frasco X 1000ml;FRASCO X 1000 ML;EUFAR;https://drive.google.com/file/d/1SvoT2ft5TzTPCZpFrlVuM0U21otNKGWb/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Algodon Absorbente;20290459;Medico Quirurgico;Algodon Absorbente Marca J X 25 Gr.;PAQUETE;JBG;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1A2aKSp-R5iC7SlPHv2VIwYFiVYFZybpm;Algodon Absorbente X Libra (454 Gramos);20295192;Medico Quirurgico;Algodon Absorbente (454 Gramos);UNIDAD;HIGIETEX - M.K;https://drive.google.com/file/d/1A2aKSp-R5iC7SlPHv2VIwYFiVYFZybpm/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Algodon En Motas X 40 Gr;20290461;Medico Quirurgico;Algodon En Motas X 40 Gr;PAQUETE;MK;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1hHM6wLdOcJN7gy5P97hWKTAKaQ7KEKkP;Algodon En Torundas Marca Higetex - M.K;20290456;Medico Quirurgico;Algodon En Torundas X 500 Gramos.;PAQUETE;HIGETEX - M.K;https://drive.google.com/file/d/1hHM6wLdOcJN7gy5P97hWKTAKaQ7KEKkP/view?usp=sharing
https://drive.google.com/uc?id=1tNJxAEJBUfe3ExjiWs1ubdlcX2a5AXfu;Algodon En Torundas;20295193;Medico Quirurgico;Algodon En Torundas Marca Mk X 500 Gramos;UNIDAD;MK;https://drive.google.com/file/d/1tNJxAEJBUfe3ExjiWs1ubdlcX2a5AXfu/view?usp=sharing
https://drive.google.com/uc?id=1cFI0Wx9yr4Z_alHV-2e2H43DulDZkX2w;Algodonera En Acero Inoxidable Con Tapa;150300464;Medico Quirurgico;Algodonera En Acero Inoxidable Con Tapa De 10 Cms;UNIDAD;HOSPITAL;https://drive.google.com/file/d/1cFI0Wx9yr4Z_alHV-2e2H43DulDZkX2w/view?usp=sharing
https://drive.google.com/uc?id=1S-gs4glZssoAFBJ79MDIUYru504cprKh;Alkazyme;30320466;Medico Quirurgico;Alkazyme Ref: Alka 01 Detergente Enzimatico Re-Esterilizante Para Instrumental Quirurgico, Material Medico Y Dental. Presentación: Paquete X 12 Sobres;PAQUETE;ALKAPHARM;https://drive.google.com/file/d/1S-gs4glZssoAFBJ79MDIUYru504cprKh/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Ambu (Resucitador) Para Neonato;210380484;Medico Quirurgico;Ambu (Resucitador) Para Neonato Ref: W4446 A Especificaciones - Desechable - Elaborado En Caucho;UNIDAD;MERLIN MEDICAL;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Ambu (Resucitador) Tamaño Para Neonatos Y Niños;210380489;Medico Quirurgico;Ambu (Resucitador) Tamaño Para Neonatos Y Niños, Compuesto De: - Bolsa Doble Interna En Material De Caucho Externa Con Cubierta En Silicona Esterilizable A 134 Oc. - Válvula De Paciente De Diseño Sencillo;UNIDAD;AMBU;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Ambu Adulto Goldencare;210380490;Medico Quirurgico;Ambu Adulto Goldencare;UNIDAD;AMBU;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Ambu Resucitador Desechable Adulto;210380487;Medico Quirurgico;Ambu Resucitador Desechable Adulto Modelo: Spur Ii Ref: 325002000;UNIDAD;AMBU;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1T3VYiILJs_GWZwsMEj5TDIqqQulLoHZQ;Ambu Resucitador Desechable Pediátrico;210384645;Medico Quirurgico;Ambu Resucitador Desechable Pediatrico Modelo: Spur Ii;UNIDAD;AMBU;https://drive.google.com/file/d/1T3VYiILJs_GWZwsMEj5TDIqqQulLoHZQ/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Amonio Cuaternario De 5ta Generacion Eucida Advanced;32702120;Medico Quirurgico;Amonio Cuaternario De 5ta Generacion- Eucida Advanced - Desinfectante De Rapida Accion Presentacion: Spray Por 750 Ml. Uso: Detergente Y Desinfectante Espumoso De Superficies Y Equipos, 1 Solo Paso 1 Solo Minuto. Se Puede;FRASCO;EUFAR;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aplicador De Madera Con Algodon;150575787;Medico Quirurgico;Aplicador De Madera Con Algodon Paquete X 100 Unidades;PAQUETE X 100 UNIDADES;KENEDDY;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1n-IgtM0OhFOhT9sc0moVgY24ZGYV-zF3;Aplicador De Madera Con Algodon;150535314;Medico Quirurgico;Aplicador De Madera Con Algodon Bolsa X1000uni - 10 Bolsitas X 100 Unid.;BOLSA;KENNEDY;https://drive.google.com/file/d/1n-IgtM0OhFOhT9sc0moVgY24ZGYV-zF3/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aplicador De Madera Con Algodon;150570538;Medico Quirurgico;Aplicador De Madera Con Algodon Bolsa X 1000 Unidades - 50 Bolsitas X 20 Unid.;CAJA;KENEDDY;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aplicador De Madera Con Algodon;150576165;Medico Quirurgico;Aplicador De Madera Con Algodon Paquete X 20 Unidades;BOLSA;PRODEMA;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aplicador De Madera Con Algodon;150570538;Medico Quirurgico;Aplicador De Madera Con Algodon Bolsa X 1000 Unidades - 50 Bolsitas X 20 Unid.;CAJA;KENNEDY;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1v1xaPF5S0Ql80GHtwINS5SmoZFbvlNiJ;Aplicador De Madera Sin Algodon;150574514;Medico Quirurgico;Aplicador De Madera Sin Algodon Caja X 1000 Uni.;CAJA;PRODEMA;https://drive.google.com/file/d/1v1xaPF5S0Ql80GHtwINS5SmoZFbvlNiJ/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Aspirador Nasal;151265812;Medico Quirurgico;Aspirador Nasal;UNIDAD;NACIONAL;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1WCeJZhYmM_SIYMLs_XPEJc5hovSllfG-;Baja lenguas De Madera;150750626;Medico Quirurgico;Baja lenguas De Madera Bolsa X 500 Unidades Al Granel;BOLSA;KENNEDY;https://drive.google.com/file/d/1WCeJZhYmM_SIYMLs_XPEJc5hovSllfG-/view?usp=sharing
https://drive.google.com/uc?id=1mHJQL9UhhmPyUObWjROrdJcx317ucij9;Baja lenguas De Madera;150754827;Medico Quirurgico;Bajalenguas De Madera Bolsa X 20 Unidades;CAJA;KENNEDY;https://drive.google.com/file/d/1mHJQL9UhhmPyUObWjROrdJcx317ucij9/view?usp=sharing
https://drive.google.com/uc?id=1uGzCkCR73oZPqyPlm5DfAxunSKKTrfXy;Baja lenguas De Madera;150750627;Medico Quirurgico;Bajalenguas De Madera Empaque Especial 25 Bolsitas X 20 Und (500 Unid);CAJA;KENNEDY;https://drive.google.com/file/d/1uGzCkCR73oZPqyPlm5DfAxunSKKTrfXy/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Baja lenguas De Madera;150755205;Medico Quirurgico;Bajalenguas De Madera Empaque Especial 25 Bolsitas X 20 Und (500 Und);CAJA;PRODEMA;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Balanza Mecanica Modelo Triple Beam;210770648;Medico Quirurgico;Balanza Mecanica Modelo Triple Beam Ref: 750-So Con Pesas Capacidad De 2.610 Gramos;UNIDAD;OHAUS;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Bascula De Piso Pesa;210775144;Medico Quirurgico;Bascula De Piso Pesa Persona Modelo Br3011-09a , Para Uso Hogar O Consultorio Mantener En Ambientes Secos, L Capacidad: 130 Kg.;UNIDAD;KENWELL;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1XFqybY1jwW6zdf0lK8NWetMTyrFsTOJj;Benzaldina Plus;32041674;Medico Quirurgico;Benzaldina Plus X 500 Ml;FRASCO;HOLANDINA;https://drive.google.com/file/d/1XFqybY1jwW6zdf0lK8NWetMTyrFsTOJj/view?usp=sharing
https://drive.google.com/uc?id=1OeGf9D8yrd74r4jQAu59-2gYMBlbjhZr;Benzaldina Plus;32041673;Medico Quirurgico;Benzaldina Plus Galón X 4000ml;GALÓN;PHARMACEUTICAL;https://drive.google.com/file/d/1OeGf9D8yrd74r4jQAu59-2gYMBlbjhZr/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Bombillo De: 6v - 20w;151005267;Medico Quirurgico;"Bombillo De: 6v - 20w, Ref: 64250 Para Microscopio Olympus Ch-20 Y Ch-30""";UNIDAD;OSRAM;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Bombillo Para Retinoscopio;151000815;Medico Quirurgico;Bombillo Para Retinoscopio Ref: 08200 Marca Welch Allyn Usa Ref. 18200;UNIDAD;WELCH ALLYN;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Botiquín Tipo Maletín De Mano;21010837;Medico Quirurgico;Botiquín Tipo Maletin De Mano;UNIDAD;NACIONAL;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1mkhbBMKqb2fq9sv8AZVcH2XkPG1BAtvH;Botiquin Tipo Morral;21010836;Medico Quirurgico;Botiquín Tipo Morral;UNIDAD;NACIONAL;https://drive.google.com/file/d/1mkhbBMKqb2fq9sv8AZVcH2XkPG1BAtvH/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Brazalete Para Identificacion De Paciente Adulto.;151030844;Medico Quirurgico;Brazalete Para Identificacion De Paciente Adulto;.;KENNEDY;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1kiQRCGn_L5NIQo2z7PxBNZJCAkLhggnA;Bureta De 150 Ml;21030899;Medico Quirurgico;Bureta De 150 Ml;UNIDAD;GOTHAPLAST;https://drive.google.com/file/d/1kiQRCGn_L5NIQo2z7PxBNZJCAkLhggnA/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Cabestrillo Sencillo Pediatrico;21140915;Medico Quirurgico;Cabestrillo Sencillo Pediatrico;UNIDAD;NACIONAL;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Cable Ecg 12 X 5 Edan.;261014979;Medico Quirurgico;Cable Ecg 12 X 5 Edan;UNIDAD;EDAN;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1KsXc0xaOLF8G4DM-TWVzgEY9wMWeurP5;Candado Para Carro De Paro De Seguridad;154785109;Medico Quirurgico;Candado Para Carro De Paro De Seguridad, Plastico, Con Numero Serial, Marca Biolife. Presentación: Paq X 50 Und;UNIDAD;SIN MARCA;https://drive.google.com/file/d/1KsXc0xaOLF8G4DM-TWVzgEY9wMWeurP5/view?usp=sharing
https://drive.google.com/uc?id=1R3DWkWFz4XcYecWMS9Goa5yHIfDNb_4W;Canula Guedell Y/O Mayo No 0;151261027;Medico Quirurgico;Canula Guedell Y/O Mayo No 0 Plastica esteril desechable;UNIDAD;MEDEX;https://drive.google.com/file/d/1R3DWkWFz4XcYecWMS9Goa5yHIfDNb_4W/view?usp=sharing
https://drive.google.com/uc?id=1bp1DYHZ8ccdkOjMeH605_F8o8r541JRG;Canula Guedell Y/O Mayo No 1 (60mm);151261019;Medico Quirurgico;Canula Guedell Y/O Mayo No 1 (60mm) Plastica esteril desechable;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1bp1DYHZ8ccdkOjMeH605_F8o8r541JRG/view?usp=sharing
https://drive.google.com/uc?id=1gtKbctvEbhd8EU68GNx_D9xPPoW8Rob3;Canula Guedell Y/O Mayo No 2 (70mm);151261020;Medico Quirurgico;Canula Guedell Y/O Mayo No 2 (70mm) Plastica esteril desechable;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1gtKbctvEbhd8EU68GNx_D9xPPoW8Rob3/view?usp=sharing
https://drive.google.com/uc?id=1lFHFt2cHJxJmm63--U3NYU5ESlCGhHS2;Canula Guedell Y/O Mayo No 3 (80mm);151261023;Medico Quirurgico;Canula Guedell Y/O Mayo No 3 (80mm) Plastica esteril desechable;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1lFHFt2cHJxJmm63--U3NYU5ESlCGhHS2/view?usp=sharing
https://drive.google.com/uc?id=14rmeN4xBcYzFV1wnQbwiuZwdvEJghsQT;Canula Guedell Y/O Mayo No 3;151261030;Medico Quirurgico;Canula Guedell Y/O Mayo No 3 Plastica esteril desechable;UNIDAD;MEDEX;https://drive.google.com/file/d/14rmeN4xBcYzFV1wnQbwiuZwdvEJghsQT/view?usp=sharing
https://drive.google.com/uc?id=1keXB2K2Nl0zdxjN09Vd7JEBzgSm1m5PQ;Canula Guedell Y/O Mayo No 4 (90mm);151261022;Medico Quirurgico;Canula Guedell Y/O Mayo No 4 (90mm) Plastica esteril desechable Marca: Biolife;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1keXB2K2Nl0zdxjN09Vd7JEBzgSm1m5PQ/view?usp=sharing
https://drive.google.com/uc?id=1gsH77aQPXTTnm65IMvTp4CVaZXO5x4rN;Canula Guedell Y/O Mayo No 5 (100mm);151261021;Medico Quirurgico;Canula Guedell Y/O Mayo No 5 (100mm) Plastica esteril desechable;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1gsH77aQPXTTnm65IMvTp4CVaZXO5x4rN/view?usp=sharing
https://drive.google.com/uc?id=1-pHBl89e0gFVGjE5GDJ6FVs4J69OFTL6;Canula Nasal Oxigeno Adultos;151261045;Medico Quirurgico;Canula Nasal Oxigeno Adultos, Extension De 15 Metros., Tipo Gafas, Puntas Extra suaves,;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1-pHBl89e0gFVGjE5GDJ6FVs4J69OFTL6/view?usp=sharing
https://drive.google.com/uc?id=1ExzFinpIhgnMbFm7xYGJrrsXI4GkPmaQ;Canula Nasal Oxigeno Adultos;151261041;Medico Quirurgico;Canula Nasal Oxigeno Adultos, Extension De 2, Metros., Tipo Gafas, Puntas Extra suaves,;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1ExzFinpIhgnMbFm7xYGJrrsXI4GkPmaQ/view?usp=sharing
https://drive.google.com/uc?id=1HmNQyIeuQi5WUwZlpayX1E6n1glwltZ0;Canula Nasal Oxigeno Neonatos;151261042;Medico Quirurgico;Canula Nasal Oxigeno Neonatos, Extension De 2 Metros, Tipo Gafas, Puntas Extra suaves,;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1HmNQyIeuQi5WUwZlpayX1E6n1glwltZ0/view?usp=sharing
https://drive.google.com/uc?id=1uXCC7ov08_jo8ZFHYZRyXPcOScXdPIvM;Canula Nasal Oxigeno Pediatrica;151261043;Medico Quirurgico;Canula Nasal Oxigeno Pediátrica Extension De 2 Metros, Tipo Gafas, Puntas Extra suaves;UNIDAD;BIOLIFE;https://drive.google.com/file/d/1uXCC7ov08_jo8ZFHYZRyXPcOScXdPIvM/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Canula Nasal Para Oxigeno Con Manguera;151261025;Medico Quirurgico;Canula Nasal Para Oxigeno Con Manguera De 7 Mts. Tamaño Adulto (L), Ref 2228 Uso: Para Suministro De Oxigeno - Transparente - Desechable;UNIDAD;BIOLIFE;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Cartilla De Snell De Vision Cercana;151324679;Medico Quirurgico;Cartilla De Snell De Vision Cercana;UNIDAD;LEONARD;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1dFaP-f2Nha5aW1sEE-ck8nv9JrI3eEE7;Cartilla Para Examen De Agudeza Visual;151321078;Medico Quirurgico;Cartilla Para Examen De Agudeza Visual (Optotipo) Segun Snellen Pediatrica;UNIDAD;STARMEDICAL;https://drive.google.com/file/d/1dFaP-f2Nha5aW1sEE-ck8nv9JrI3eEE7/view?usp=sharing
https://drive.google.com/uc?id=19ASd7QRbDcsE_5L90Scw9UPL1fvvHQ-c;Cartilla Para Examen De Agudeza Visual;151321077;Medico Quirurgico;Cartilla Para Examen De Agudeza Visual (Optotipo) Segun Snellen Adulto;UNIDAD;MQ;https://drive.google.com/file/d/19ASd7QRbDcsE_5L90Scw9UPL1fvvHQ-c/view?usp=sharing
https://drive.google.com/uc?id=1zMiSnNOFGkFpJAhIiuoyeFCCWOn6uQWv;Catgut Cromado 4-0 Con Aguja;21331102;Medico Quirurgico;Catgut Cromado 4-0 Con Aguja Rb1;SOBRE;JHONSON & JHONSON;https://drive.google.com/file/d/1zMiSnNOFGkFpJAhIiuoyeFCCWOn6uQWv/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Catgut Cromado Ginecologia No 2-0 De 90 Cms Con Aguja Ct1;21331095;Medico Quirurgico;Catgut Cromado Ginecologia No 2-0 De 90 Cms Con Aguja Ct1;SOBRE;JHONSON & JHONSON;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1RnBUolAFadfvsDjD1LAe-pniN6qOy7po;Catheter (Sonda) Levin Nasogastrica No 6;21341128;Medico Quirurgico;Catheter (Sonda) Levin Nasogastrica No 6;UNIDAD;MEDEX;https://drive.google.com/file/d/1RnBUolAFadfvsDjD1LAe-pniN6qOy7po/view?usp=sharing
https://drive.google.com/uc?id=12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam;Catheter (Sonda) Levin Nasogastrica No 10;21341130;Medico Quirurgico;Catheter (Sonda) Levin Nasogastrica No 10;UNIDAD;MEDEX;https://drive.google.com/file/d/12gZNhLQYQTQFgXNYd6EjXbVRgRv76eam/view?usp=sharing
https://drive.google.com/uc?id=1reRz_jcZEF54mDj7zc5kAUaLHDeDMU3o;Catheter (Sonda) Levin Nasogastrica No 12;21341131;Medico Quirurgico;Catheter (Sonda) Levin Nasogastrica No 12;UNIDAD;MEDEX;https://drive.google.com/file/d/1reRz_jcZEF54mDj7zc5kAUaLHDeDMU3o/view?usp=sharing
